patch_id,original_image_id,interaction_category,semantic_category,interaction_bbox
1682,1404360006,trigger,tree,"[770, 298, 81, 63]"
1683,1404360006,trigger,street lamp,"[781, 272, 24, 19]"
1684,1404360006,trigger,tree,"[885, 352, 75, 101]"
1686,1404360007,trigger,tree,"[50, 240, 111, 92]"
1687,1404360007,trigger,tree,"[0, 334, 67, 66]"
1688,1404360007,trigger,tree,"[0, 250, 70, 85]"
1689,1404360007,trigger,umbrella,"[660, 423, 112, 102]"
1690,1404360007,trigger,umbrella,"[578, 499, 111, 41]"
1691,1404360007,trigger,tree,"[870, 398, 83, 56]"
1692,1404360007,trigger,street lamp,"[888, 471, 31, 21]"
1693,1404360007,trigger,beetle,"[0, 439, 94, 96]"
1694,1404360007,trigger,beetle,"[79, 444, 57, 96]"
1695,1404360007,trigger,watermelon,"[483, 519, 47, 21]"
1696,1404360007,trigger,street lamp,"[908, 38, 28, 23]"
1697,1404360007,trigger,potting,"[183, 154, 41, 29]"
1698,1404360007,trigger,street lamp,"[225, 4, 23, 21]"
1699,1404360007,trigger,potting,"[435, 101, 23, 20]"
1700,1404360007,trigger,potting,"[483, 104, 25, 20]"
1701,1404360009,trigger,potting,"[328, 355, 43, 47]"
1703,1404360009,trigger,tree,"[392, 143, 131, 107]"
1704,1404360009,trigger,tree,"[484, 236, 89, 75]"
1708,1404360009,trigger,tree,"[556, 61, 67, 70]"
1710,1404360009,trigger,potting,"[736, 374, 30, 24]"
1711,1404360009,trigger,umbrella,"[246, 290, 26, 27]"
1713,1404360009,trigger,street lamp,"[730, 327, 21, 15]"
1714,1404360010,trigger,monument,"[438, 231, 55, 54]"
1715,1404360010,trigger,tree,"[301, 140, 67, 76]"
1716,1404360010,trigger,tree,"[350, 192, 60, 56]"
1717,1404360010,trigger,tree,"[514, 80, 73, 74]"
1719,1404360010,trigger,tree,"[483, 163, 108, 111]"
1720,1404360010,trigger,potting,"[718, 404, 30, 24]"
1721,1404360010,trigger,street lamp,"[591, 298, 19, 17]"
1722,1404360010,trigger,street lamp,"[703, 358, 24, 17]"
1723,1404360010,trigger,beetle,"[388, 327, 71, 73]"
1724,1404360010,trigger,umbrella,"[186, 340, 34, 26]"
1725,1404360010,trigger,potting,"[269, 410, 53, 48]"
1727,1404360011,trigger,potting,"[417, 255, 41, 101]"
1728,1404360013,trigger,crow,"[316, 329, 26, 53]"
1729,1404360013,trigger,board,"[905, 287, 31, 33]"
1730,1404360015,trigger,ladder,"[396, 323, 35, 34]"
1732,1404360015,trigger,board,"[766, 0, 40, 31]"
1733,1404360015,trigger,street lamp,"[805, 95, 13, 11]"
1734,1404360015,trigger,street lamp,"[868, 90, 17, 12]"
1735,1404360015,trigger,street lamp,"[629, 246, 12, 11]"
1736,1404360015,trigger,street lamp,"[826, 113, 13, 9]"
1738,1404360015,trigger,street lamp,"[797, 193, 15, 12]"
1739,1404360015,trigger,street lamp,"[858, 189, 14, 12]"
1740,1404360016,trigger,Orc,"[405, 393, 37, 71]"
1741,1404360016,trigger,potting,"[0, 23, 77, 125]"
1743,1404360016,trigger,ladder,"[491, 87, 30, 26]"
1744,1404360016,trigger,street lamp,"[610, 42, 12, 11]"
1745,1404360016,trigger,street lamp,"[691, 48, 11, 12]"
1751,1404360016,trigger,umbrella,"[652, 340, 47, 43]"
1752,1404360016,trigger,umbrella,"[710, 350, 69, 45]"
1753,1404360016,trigger,umbrella,"[727, 399, 82, 58]"
1754,1404360016,trigger,umbrella,"[651, 387, 66, 54]"
1757,1404360018,trigger,street lamp,"[734, 307, 20, 20]"
1759,1404360018,trigger,tree,"[622, 183, 91, 108]"
1760,1404360018,trigger,tree,"[896, 233, 61, 46]"
1761,1404360018,trigger,tree,"[783, 318, 138, 73]"
1762,1404360018,trigger,tree,"[922, 292, 38, 54]"
1763,1404360018,trigger,special potting,"[530, 260, 24, 33]"
1767,1404360019,trigger,street lamp,"[786, 402, 24, 17]"
1768,1404360019,trigger,bicycle,"[407, 21, 34, 37]"
1769,1404360019,trigger,street lamp,"[604, 12, 19, 19]"
1770,1404360019,trigger,potting,"[547, 446, 50, 44]"
1771,1404360022,trigger,potting,"[271, 293, 51, 133]"
1772,1404360022,trigger,potting,"[387, 299, 44, 131]"
1773,1404360022,trigger,map,"[571, 225, 19, 47]"
1775,1404360022,trigger,potting,"[207, 158, 63, 38]"
1776,1404360022,trigger,street lamp,"[619, 504, 31, 36]"
1777,1404360023,trigger,potting,"[89, 0, 50, 98]"
1778,1404360023,trigger,potting,"[184, 12, 41, 93]"
1779,1404360023,trigger,street lamp,"[340, 131, 16, 15]"
1780,1404360023,trigger,tree,"[382, 135, 55, 41]"
1781,1404360023,trigger,tree,"[500, 110, 101, 70]"
1782,1404360023,trigger,water tower,"[439, 47, 87, 124]"
1785,1404360023,trigger,bicycle,"[8, 224, 34, 28]"
1786,1404360024,trigger,potting,"[50, 211, 51, 108]"
1787,1404360024,trigger,building block,"[416, 270, 40, 35]"
1788,1404360025,trigger,construction tower,"[546, 132, 84, 76]"
1789,1404360025,trigger,knapsack,"[337, 290, 33, 31]"
1790,1404360026,trigger,potting,"[107, 366, 48, 104]"
1791,1404360026,trigger,construction tower,"[249, 228, 96, 92]"
1794,1404360026,trigger,kettle,"[428, 296, 27, 27]"
1796,1404360027,trigger,switch,"[484, 128, 48, 40]"
1797,1404360027,trigger,special box,"[577, 2, 36, 23]"
1798,1404360029,trigger,tree,"[676, 48, 259, 114]"
1800,1404360029,trigger,potting,"[437, 371, 28, 71]"
1801,1404360029,trigger,potting,"[553, 377, 29, 75]"
1802,1404360029,trigger,board,"[346, 4, 54, 53]"
1804,1404360029,trigger,street lamp,"[474, 482, 16, 18]"
1805,1453730001,trigger,portal,"[131, 213, 132, 283]"
1806,1453730001,trigger,portal,"[301, 226, 99, 235]"
1807,1453730001,trigger,portal,"[439, 227, 95, 221]"
1808,1453730001,trigger,portal,"[570, 217, 107, 236]"
1809,1453730001,trigger,portal,"[706, 195, 148, 288]"
1810,1453730002,trigger,portal,"[307, 188, 96, 143]"
1811,1453730002,trigger,portal,"[403, 195, 95, 141]"
1812,1453730002,trigger,portal,"[495, 201, 102, 145]"
1813,1453730002,trigger,portal,"[589, 206, 117, 155]"
1814,1453730003,trigger,lamp,"[504, 339, 46, 60]"
1815,1453730004,trigger,ball,"[497, 260, 82, 82]"
1816,1453730004,trigger,ball,"[306, 253, 73, 69]"
1817,1453730005,trigger,button,"[405, 346, 34, 34]"
1818,1453730005,trigger,button,"[438, 345, 34, 33]"
1819,1453730005,trigger,button,"[472, 344, 34, 33]"
1820,1453730005,trigger,button,"[506, 343, 35, 33]"
1821,1453730005,trigger,button,"[540, 341, 35, 34]"
1822,1453730005,trigger,button,"[574, 340, 37, 34]"
1823,1453730005,trigger,button,"[610, 338, 37, 35]"
1824,1453730006,trigger,button,"[426, 346, 34, 34]"
1825,1453730006,trigger,button,"[460, 345, 34, 34]"
1826,1453730006,trigger,button,"[494, 345, 34, 33]"
1827,1453730006,trigger,button,"[528, 345, 35, 33]"
1828,1453730006,trigger,button,"[562, 344, 36, 34]"
1829,1453730007,trigger,button,"[485, 172, 42, 42]"
1830,1453730007,trigger,button,"[551, 149, 45, 43]"
1831,1453730007,trigger,button,"[617, 176, 48, 44]"
1832,1453730007,trigger,button,"[648, 242, 50, 44]"
1833,1453730007,trigger,button,"[449, 230, 41, 40]"
1834,1453730007,trigger,button,"[456, 295, 41, 41]"
1835,1453730007,trigger,button,"[503, 342, 42, 41]"
1836,1453730007,trigger,button,"[570, 349, 44, 43]"
1837,1453730007,trigger,button,"[628, 310, 48, 45]"
1838,1453730008,trigger,portal,"[163, 356, 132, 175]"
1839,1453730008,trigger,portal,"[291, 356, 107, 160]"
1840,1453730008,trigger,portal,"[399, 354, 98, 154]"
1841,1453730008,trigger,portal,"[496, 351, 106, 159]"
1842,1453730009,look at,ball,"[435, 172, 33, 36]"
1843,1453730009,look at,ball,"[489, 270, 58, 54]"
1844,1453730009,look at,ball,"[118, 7, 44, 43]"
1845,1453730009,burst,ball,"[435, 172, 33, 36]"
1846,1453730009,burst,ball,"[489, 270, 58, 54]"
1847,1453730009,burst,ball,"[118, 7, 44, 43]"
1848,1453730010,look at,ball,"[283, 209, 32, 30]"
1849,1453730010,look at,ball,"[453, 207, 34, 34]"
1850,1453730010,look at,ball,"[406, 240, 49, 52]"
1851,1453730010,look at,ball,"[474, 310, 72, 69]"
1852,1453730010,look at,ball,"[787, 214, 56, 49]"
1853,1453730010,look at,ball,"[674, 274, 44, 42]"
1854,1453730010,burst,ball,"[283, 209, 32, 30]"
1855,1453730010,burst,ball,"[406, 240, 49, 52]"
1856,1453730010,burst,ball,"[453, 207, 34, 34]"
1857,1453730010,burst,ball,"[474, 310, 72, 69]"
1858,1453730010,burst,ball,"[674, 274, 44, 42]"
1859,1453730010,burst,ball,"[787, 214, 56, 49]"
1860,1453730011,trigger,button,"[349, 296, 63, 23]"
1861,1453730011,trigger,button,"[253, 332, 58, 15]"
1862,1453730011,trigger,button,"[322, 331, 54, 15]"
1863,1453730011,trigger,button,"[386, 331, 51, 13]"
1864,1453730011,trigger,button,"[446, 330, 49, 13]"
1865,1453730012,touch (unreachable),point,"[369, 277, 61, 55]"
1866,1453730013,touch (unreachable),point,"[542, 294, 67, 61]"
1867,1453730014,touch (unreachable),point,"[440, 336, 86, 64]"
1868,1456280001,trigger,start button,"[318, 84, 40, 37]"
1869,1456280001,trigger,start button,"[370, 85, 39, 37]"
1870,1456280001,trigger,start button,"[421, 86, 38, 37]"
1871,1456280001,trigger,start button,"[471, 87, 38, 37]"
1872,1456280001,trigger,start button,"[521, 88, 38, 36]"
1873,1456280001,trigger,start button,"[321, 192, 50, 43]"
1874,1456280001,trigger,start button,"[390, 192, 48, 44]"
1875,1456280001,trigger,start button,"[459, 193, 44, 43]"
1876,1456280001,trigger,start button,"[517, 193, 49, 43]"
1877,1456280001,trigger,start button,"[362, 315, 160, 29]"
1878,1456280001,trigger,button,"[25, 31, 236, 71]"
1879,1456280001,trigger,button,"[30, 74, 233, 60]"
1880,1456280001,trigger,button,"[36, 116, 229, 51]"
1881,1456280001,trigger,button,"[40, 157, 226, 41]"
1882,1456280001,trigger,button,"[44, 196, 224, 34]"
1884,1456280001,trigger,button,"[54, 264, 216, 40]"
1885,1456280001,trigger,button,"[58, 298, 194, 42]"
1890,1456280002,touch (reachable),prop,"[587, 157, 9, 10]"
1891,1456280002,touch (reachable),prop,"[281, 95, 14, 16]"
1893,1456280003,touch (reachable),prop,"[266, 184, 13, 15]"
1895,1456280004,trigger,player,"[613, 258, 22, 37]"
1896,1456280004,shoot,player,"[613, 258, 22, 37]"
1897,1456280004,touch (reachable),button,"[282, 332, 83, 72]"
1898,1456280004,touch (reachable),button,"[375, 342, 86, 77]"
1899,1456280004,touch (reachable),button,"[193, 476, 85, 64]"
1900,1456280004,touch (reachable),button,"[206, 386, 86, 76]"
1901,1456280004,touch (reachable),button,"[305, 434, 109, 104]"
1904,1456280004,shoot,player,"[574, 243, 12, 18]"
1905,1480650001,trigger,start button,"[358, 103, 162, 53]"
1906,1480650001,trigger,button,"[357, 158, 161, 50]"
1907,1480650001,trigger,button,"[356, 212, 160, 48]"
1908,1480650001,trigger,exit button,"[355, 266, 158, 45]"
1909,1480650002,trigger,button,"[392, 234, 163, 53]"
1910,1480650002,trigger,button,"[408, 305, 132, 41]"
1911,1480650002,trigger,button,"[404, 374, 140, 46]"
1912,1480650002,trigger,button,"[255, 398, 97, 51]"
1913,1480650002,trigger,start button,"[584, 390, 110, 59]"
1914,1480650003,grip,toy,"[212, 283, 398, 178]"
1915,1480650004,grip,toy,"[146, 361, 525, 141]"
1916,1480650005,grip,toy,"[560, 374, 148, 131]"
1917,1480650006,grip,toy,"[389, 325, 201, 148]"
1918,1480650006,grip,screwdriver,"[214, 381, 103, 16]"
1919,1480650007,grip,screwdriver,"[445, 383, 100, 27]"
1920,1480650008,grip,toy,"[178, 382, 201, 124]"
1921,1480650008,grip,toy,"[421, 388, 67, 66]"
1922,1480650008,grip,toy,"[482, 340, 106, 129]"
1923,1480650008,grip,screwdriver,"[29, 384, 76, 9]"
1924,1481400001,trigger,option,"[406, 125, 40, 22]"
1925,1481400001,trigger,option,"[406, 164, 38, 20]"
1927,1481400001,trigger,option,"[406, 203, 39, 16]"
1928,1481400001,trigger,option,"[405, 237, 38, 19]"
1929,1481400001,trigger,option,"[406, 273, 36, 17]"
1930,1481400001,trigger,option,"[405, 317, 37, 18]"
1933,1481400003,trigger,option,"[352, 405, 68, 43]"
1934,1485260001,look at,start button,"[473, 232, 46, 40]"
1935,1485260002,look at,button,"[452, 251, 27, 24]"
1936,1485260002,look at,button,"[363, 179, 97, 21]"
1937,1485260002,look at,button,"[476, 183, 95, 22]"
1939,1485260002,look at,button,"[430, 410, 58, 22]"
1940,1485260002,look at,button,"[493, 410, 23, 23]"
1941,1485260003,look at,button,"[382, 140, 22, 19]"
1942,1485260003,look at,button,"[454, 139, 21, 17]"
1943,1485260003,look at,button,"[525, 136, 21, 18]"
1944,1485260003,look at,button,"[389, 206, 21, 17]"
1945,1485260003,look at,button,"[458, 203, 20, 17]"
1947,1485260003,look at,button,"[416, 260, 23, 20]"
1948,1485260003,look at,start button,"[441, 258, 57, 22]"
1949,1485260003,look at,button,"[501, 257, 23, 19]"
1951,1485260003,look at,button,"[468, 3, 111, 29]"
1952,1485260004,look at,button,"[468, 252, 39, 32]"
1953,1485260005,look at,button,"[454, 237, 52, 45]"
1954,1485260005,look at,button,"[450, 304, 69, 62]"
1957,1486660010,touch (unreachable),Tyrannosaurus Rex,"[341, 181, 264, 183]"
1959,1486660012,trigger,stone,"[305, 401, 38, 33]"
1960,1486660012,trigger,stone,"[348, 403, 36, 32]"
1961,1486660012,trigger,stone,"[389, 385, 32, 31]"
1962,1486660012,trigger,stone,"[394, 419, 36, 34]"
1963,1486660012,trigger,stone,"[426, 400, 30, 32]"
1964,1486660012,trigger,stone,"[542, 384, 36, 33]"
1965,1486660012,trigger,stone,"[558, 361, 32, 28]"
1966,1486660012,trigger,stone,"[609, 388, 38, 33]"
1967,1486660012,trigger,stone,"[602, 356, 33, 28]"
1968,1486660012,trigger,stone,"[649, 371, 37, 31]"
1969,1486660012,trigger,stone,"[673, 350, 35, 27]"
1970,1486660012,trigger,stone,"[696, 377, 39, 32]"
1971,1486660001,trigger,start button,"[190, 36, 258, 105]"
1972,1486660001,trigger,button,"[230, 154, 226, 85]"
1973,1486660002,trigger,torch,"[0, 3, 300, 282]"
1975,1486660003,touch (unreachable),gong,"[150, 24, 521, 443]"
1976,1486660004,trigger,flint,"[412, 216, 181, 163]"
1977,1486660005,collide,flint,"[252, 259, 156, 136]"
1978,1486660005,collide,flint,"[436, 154, 209, 189]"
1981,1486660008,touch (unreachable),bonfire,"[360, 360, 183, 155]"
1982,1486660013,trigger,torch,"[366, 247, 183, 293]"
1983,1486660014,trigger,wood,"[344, 153, 152, 175]"
1985,1488730001,grip,basketball,"[413, 0, 262, 262]"
1986,1512840001,trigger,button,"[425, 221, 58, 21]"
1987,1512840001,trigger,start button,"[493, 223, 187, 24]"
1988,1512840001,trigger,button,"[689, 228, 56, 21]"
1989,1512840001,trigger,button,"[492, 249, 189, 24]"
1990,1512840001,trigger,button,"[492, 276, 191, 23]"
1991,1512840001,trigger,button,"[492, 302, 192, 23]"
1992,1512840001,trigger,button,"[491, 329, 194, 23]"
1993,1512840001,trigger,button,"[490, 355, 197, 24]"
1994,1512840001,trigger,button,"[490, 382, 199, 25]"
2022,1512840002,trigger,button,"[474, 310, 30, 16]"
2004,1512840003,trigger,button,"[331, 78, 26, 23]"
2005,1512840003,trigger,button,"[331, 107, 25, 23]"
2006,1512840003,trigger,button,"[331, 148, 26, 23]"
2007,1512840003,trigger,button,"[331, 177, 26, 22]"
2008,1512840003,trigger,button,"[331, 205, 25, 22]"
2009,1512840003,trigger,button,"[330, 249, 198, 22]"
2010,1512840003,trigger,button,"[537, 252, 173, 21]"
2011,1512840004,trigger,button,"[450, 287, 185, 21]"
2012,1512840005,trigger,button,"[371, 124, 193, 27]"
2013,1512840005,trigger,button,"[371, 194, 24, 21]"
2014,1512840005,trigger,button,"[370, 220, 24, 21]"
2015,1512840005,trigger,button,"[370, 247, 23, 20]"
2016,1512840005,trigger,button,"[573, 198, 23, 20]"
2017,1512840005,trigger,button,"[573, 223, 23, 20]"
2019,1512840005,trigger,button,"[368, 298, 197, 21]"
2020,1512840005,trigger,button,"[574, 298, 182, 20]"
2021,1512840006,trigger,keyboard,"[294, 109, 637, 285]"
1995,1512840007,trigger,button,"[336, 100, 191, 36]"
1996,1512840007,trigger,button,"[535, 118, 164, 32]"
1997,1512840007,trigger,button,"[333, 174, 192, 32]"
1998,1512840007,trigger,button,"[330, 237, 25, 20]"
1999,1512840007,trigger,button,"[328, 263, 25, 22]"
2000,1512840007,trigger,button,"[326, 290, 26, 21]"
2001,1512840007,trigger,button,"[325, 317, 25, 21]"
2002,1512840007,trigger,button,"[323, 348, 199, 22]"
2003,1512840007,trigger,button,"[531, 348, 171, 21]"
2023,1550280001,grip,radio,"[283, 243, 351, 155]"
2024,1550280001,trigger,radio,"[283, 244, 351, 154]"
2025,1550280001,touch (reachable),radio,"[283, 242, 351, 156]"
2026,1550280001,collide,radio,"[283, 242, 351, 156]"
2027,1550280002,touch (reachable),button,"[288, 218, 91, 77]"
2028,1550280002,touch (reachable),button,"[423, 261, 116, 105]"
2029,1550280003,trigger,gun,"[337, 169, 289, 251]"
2030,1550280003,grip,gun,"[336, 170, 290, 249]"
2031,1550280003,touch (reachable),gun,"[336, 170, 288, 249]"
2032,1550280003,collide,gun,"[336, 169, 290, 251]"
2033,1550280004,trigger,start button,"[347, 32, 297, 56]"
2034,1550280004,trigger,button,"[347, 94, 293, 54]"
2035,1550280004,trigger,button,"[347, 160, 289, 52]"
2036,1550280004,trigger,button,"[347, 223, 285, 50]"
2037,1550280004,trigger,button,"[347, 283, 281, 48]"
2038,1550280005,trigger,button,"[364, 166, 246, 43]"
2039,1550280005,trigger,button,"[360, 213, 251, 44]"
2040,1550280005,trigger,button,"[356, 262, 256, 45]"
2041,1550280005,trigger,button,"[352, 311, 261, 47]"
2042,1550280005,trigger,button,"[345, 377, 269, 50]"
2043,1550280006,trigger,magic wand,"[201, 240, 533, 70]"
2044,1550280006,grip,magic wand,"[201, 241, 533, 69]"
2045,1550280006,collide,magic wand,"[201, 240, 533, 70]"
2046,1550280006,touch (reachable),magic wand,"[201, 239, 533, 71]"
2047,1550280007,touch (reachable),button,"[436, 263, 35, 30]"
2048,1550280008,trigger,button,"[364, 106, 217, 98]"
2049,1550280008,grip,button,"[364, 105, 223, 99]"
2050,1550280009,trigger,Toy cars,"[377, 167, 171, 122]"
2051,1550280009,grip,Toy cars,"[377, 167, 171, 122]"
2052,1550280009,collide,Toy cars,"[377, 167, 171, 122]"
2053,1550280009,touch (reachable),Toy cars,"[377, 165, 171, 124]"
2054,1550280010,trigger,pen,"[205, 293, 358, 104]"
2055,1550280010,grip,pen,"[205, 293, 358, 104]"
2056,1550280010,collide,pen,"[205, 293, 358, 104]"
2057,1550280010,trigger,pen,"[140, 186, 532, 116]"
2058,1550280010,grip,pen,"[140, 186, 532, 116]"
2059,1550280010,collide,pen,"[140, 186, 532, 116]"
2060,1550280010,touch (reachable),pen,"[140, 185, 532, 117]"
2061,1550280010,touch (reachable),pen,"[205, 292, 358, 105]"
2063,1550280011,touch (reachable),button,"[231, 339, 80, 46]"
2064,1550280011,touch (reachable),button,"[417, 185, 47, 57]"
2066,1550280011,touch (reachable),button,"[571, 169, 60, 61]"
2067,1550280011,touch (reachable),button,"[608, 296, 58, 48]"
2068,1550280012,trigger,radio,"[283, 91, 395, 225]"
2069,1550280012,grip,radio,"[282, 91, 396, 225]"
2070,1550280012,collide,radio,"[283, 92, 395, 224]"
2071,1550280012,touch (reachable),radio,"[283, 90, 395, 226]"
2072,1550280013,trigger,ball,"[445, 174, 72, 65]"
2073,1550280013,grip,ball,"[445, 174, 72, 66]"
2074,1550280013,collide,ball,"[445, 174, 72, 66]"
2075,1550280013,touch (reachable),ball,"[445, 173, 72, 67]"
2076,1550280014,trigger,building block,"[357, 217, 80, 70]"
2077,1550280014,grip,building block,"[357, 217, 79, 70]"
2078,1550280014,collide,building block,"[356, 217, 80, 70]"
2079,1550280014,trigger,Toy cars,"[781, 187, 157, 126]"
2080,1550280014,grip,Toy cars,"[779, 182, 159, 132]"
2081,1550280014,collide,Toy cars,"[780, 182, 158, 132]"
2082,1550280014,touch (reachable),building block,"[357, 216, 80, 71]"
2083,1550280014,touch (reachable),Toy cars,"[780, 182, 158, 131]"
2084,1550280015,trigger,gun,"[501, 219, 224, 125]"
2085,1550280015,grip,gun,"[501, 219, 223, 125]"
2086,1550280015,collide,gun,"[501, 219, 223, 125]"
2087,1550280015,trigger,gun,"[440, 136, 209, 115]"
2088,1550280015,grip,gun,"[440, 136, 209, 115]"
2089,1550280015,collide,gun,"[440, 136, 209, 115]"
2090,1550280015,trigger,gun,"[388, 56, 186, 122]"
2091,1550280015,grip,gun,"[388, 56, 186, 122]"
2092,1550280015,collide,gun,"[388, 57, 186, 121]"
2093,1550280015,touch (reachable),gun,"[501, 219, 223, 125]"
2094,1550280015,touch (reachable),gun,"[439, 135, 210, 116]"
2095,1550280015,touch (reachable),gun,"[388, 57, 186, 121]"
2096,1550280016,trigger,Rocket model,"[472, 132, 81, 259]"
2097,1550280016,grip,Rocket model,"[472, 132, 81, 259]"
2098,1550280016,collide,Rocket model,"[472, 132, 81, 259]"
2099,1550280016,touch (reachable),Rocket model,"[472, 131, 81, 260]"
2100,1550280017,trigger,building block,"[272, 347, 85, 64]"
2101,1550280017,grip,building block,"[271, 347, 86, 64]"
2102,1550280017,collide,building block,"[272, 347, 85, 64]"
2103,1550280017,trigger,building block,"[280, 277, 77, 77]"
2104,1550280017,grip,building block,"[279, 277, 78, 77]"
2105,1550280017,collide,building block,"[280, 277, 77, 77]"
2107,1550280017,grip,Brick castle,"[356, 91, 411, 398]"
2110,1550280017,touch (reachable),building block,"[271, 346, 87, 65]"
2111,1550280017,touch (reachable),building block,"[279, 276, 78, 78]"
2113,1550280018,trigger,box,"[226, 84, 553, 381]"
2114,1550280018,grip,box,"[226, 84, 553, 381]"
2115,1550280019,trigger,building block,"[168, 134, 566, 330]"
2116,1550280019,grip,building block,"[146, 129, 592, 335]"
2117,1550280019,collide,building block,"[168, 129, 568, 336]"
2118,1550280019,touch (reachable),building block,"[142, 126, 594, 339]"
2119,1550280020,touch (reachable),button,"[531, 352, 51, 45]"
2120,1550280021,trigger,doorknob,"[353, 205, 103, 130]"
2121,1550280021,grip,doorknob,"[353, 205, 103, 130]"
2122,1550280022,touch (reachable),button,"[309, 233, 103, 81]"
2123,1550280022,touch (reachable),button,"[504, 248, 90, 81]"
2124,1550280023,trigger,remote control,"[376, 144, 198, 222]"
2125,1550280023,grip,remote control,"[376, 144, 198, 222]"
2126,1550280023,collide,remote control,"[376, 144, 198, 222]"
2127,1550280023,touch (reachable),remote control,"[375, 143, 199, 223]"
2128,1550280024,trigger,Brick castle,"[344, 116, 278, 292]"
2129,1550280024,grip,Brick castle,"[344, 115, 278, 294]"
2130,1550280024,collide,Brick castle,"[344, 114, 278, 295]"
2131,1550280024,trigger,building block,"[302, 198, 38, 73]"
2132,1550280024,collide,building block,"[302, 198, 40, 74]"
2133,1550280024,grip,building block,"[302, 198, 40, 74]"
2134,1550280024,trigger,building block,"[341, 176, 33, 73]"
2135,1550280024,grip,building block,"[341, 176, 33, 73]"
2136,1550280024,collide,building block,"[341, 176, 33, 73]"
2137,1550280024,touch (reachable),Brick castle,"[344, 114, 278, 295]"
2138,1550280024,touch (reachable),building block,"[302, 197, 40, 75]"
2139,1550280024,touch (reachable),building block,"[341, 175, 33, 74]"
2140,1550280025,trigger,Rocket model,"[436, 98, 33, 123]"
2141,1550280025,grip,Rocket model,"[436, 97, 33, 123]"
2142,1550280025,collide,Rocket model,"[436, 97, 33, 123]"
2143,1550280025,touch (reachable),Rocket model,"[436, 97, 33, 123]"
2144,1550280026,trigger,building block,"[56, 244, 676, 296]"
2145,1550280026,grip,building block,"[55, 244, 677, 296]"
2146,1550280026,collide,building block,"[31, 244, 701, 294]"
2147,1550280026,touch (reachable),building block,"[55, 243, 677, 297]"
2148,1550280027,trigger,box,"[46, 222, 726, 318]"
2149,1550280027,grip,box,"[46, 222, 726, 318]"
2150,1550280028,trigger,gun,"[435, 293, 184, 42]"
2151,1550280028,grip,gun,"[435, 293, 184, 41]"
2152,1550280028,collide,gun,"[435, 293, 184, 41]"
2153,1550280028,trigger,gun,"[427, 207, 182, 43]"
2154,1550280028,grip,gun,"[427, 207, 182, 43]"
2155,1550280028,collide,gun,"[427, 207, 182, 42]"
2156,1550280028,trigger,gun,"[436, 114, 162, 56]"
2157,1550280028,grip,gun,"[435, 114, 163, 56]"
2158,1550280028,collide,gun,"[436, 114, 162, 56]"
2159,1550280028,touch (reachable),gun,"[435, 291, 184, 43]"
2160,1550280028,touch (reachable),gun,"[426, 206, 183, 44]"
2161,1550280028,touch (reachable),gun,"[434, 113, 164, 58]"
2164,1550280029,collide,building block,"[154, 235, 102, 71]"
2165,1550280029,trigger,ball,"[547, 248, 42, 44]"
2166,1550280029,grip,ball,"[547, 248, 41, 44]"
2167,1550280029,collide,ball,"[547, 248, 41, 44]"
2168,1550280029,touch (reachable),building block,"[154, 234, 103, 72]"
2169,1550280029,touch (reachable),ball,"[547, 247, 42, 45]"
2173,1550280030,trigger,Toy cars,"[563, 127, 104, 72]"
2174,1550280030,grip,Toy cars,"[563, 127, 106, 77]"
2175,1550280030,collide,Toy cars,"[563, 127, 106, 77]"
2177,1550280030,touch (reachable),Toy cars,"[563, 126, 106, 76]"
2188,1550280032,touch (reachable),button,"[425, 266, 27, 39]"
2189,1550280032,touch (reachable),button,"[504, 240, 25, 35]"
2190,1550280032,touch (reachable),button,"[692, 258, 19, 18]"
2191,1550280033,trigger,magic wand,"[288, 166, 404, 227]"
2192,1550280033,grip,magic wand,"[288, 166, 404, 228]"
2193,1550280033,touch (reachable),magic wand,"[288, 166, 404, 228]"
2194,1550280033,collide,magic wand,"[288, 166, 403, 227]"
2195,1550280034,trigger,cell phone,"[309, 71, 245, 204]"
2196,1550280034,grip,cell phone,"[309, 71, 245, 205]"
2197,1550280034,touch (reachable),cell phone,"[309, 71, 245, 205]"
2198,1550280034,collide,cell phone,"[309, 71, 245, 205]"
2199,1550280035,trigger,building block,"[97, 409, 114, 91]"
2200,1550280035,grip,building block,"[97, 409, 113, 90]"
2201,1550280035,touch (reachable),building block,"[97, 409, 113, 90]"
2202,1550280035,collide,building block,"[97, 409, 113, 90]"
2203,1550280035,trigger,book,"[220, 0, 484, 378]"
2204,1550280035,grip,book,"[220, 0, 484, 379]"
2205,1550280035,touch (reachable),book,"[220, 0, 484, 379]"
2206,1550280035,collide,book,"[220, 0, 484, 379]"
2207,1550280036,trigger,plate,"[73, 12, 670, 419]"
2208,1550280036,grip,plate,"[73, 12, 670, 419]"
2209,1550280036,touch (reachable),plate,"[73, 12, 670, 419]"
2210,1550280036,collide,plate,"[73, 12, 670, 419]"
2211,1550280037,trigger,radio,"[416, 391, 170, 80]"
2213,1550280037,collide,radio,"[416, 398, 170, 73]"
2214,1550280037,touch (reachable),radio,"[416, 397, 170, 74]"
2215,1550280037,trigger,Toy cars,"[671, 335, 113, 81]"
2216,1550280037,grip,Toy cars,"[671, 335, 113, 81]"
2217,1550280037,touch (reachable),Toy cars,"[671, 335, 113, 81]"
2218,1550280037,collide,Toy cars,"[671, 335, 113, 81]"
