×Ü¹²ÕÒ²»µ½Æ¥ÅäµÄ patch ÊýÁ¿: 567

Í¼Æ¬ ID: 1026760006, Interaction ±ê×¢: {'id': 10, 'image_id': 1026760006, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'loi52d`0k0XO7I6K4L3M4L3M4L3N2M3N2O1M3N2O1N2N1O2N1O2N101N100O2O0O101N100O2O000O10001O000O1000000000000O10O2O00000O1000000O101O0O100O2O0O101N100O2O0O2O0O2N2O0O2M3N2N2N3N1M3N3M2N2M3L5K5K5L3K6K7EVh_8'}, 'bbox': [352, 335, 92, 99], 'area': 9108, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360005, Interaction ±ê×¢: {'id': 1660, 'image_id': 1404360005, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'V`R14f`05K4L4M2O1N2N2O1N2O1O0O2O00001N1000001O000000001O00001Y@RO^?X1N1O1O5L2M1O1O01O010O001O001O1O1O1O1O1N3N1O3L4M2N1N2O0O2N2N100O2O001O6KO1O1O1R@^O_?d0]@Aa?P1M1O1OWOb@5]?Je@5\\?If@7Y?Hi@8V?Gk@9U?Fm@:S?Co@=Q?AQA`0P?\\OSAc0b?100O100O1000O100O101O1N2O0O2O1N2N2N2N3LgnR='}, 'bbox': [65, 222, 100, 80], 'area': 8000, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360005, Interaction ±ê×¢: {'id': 1665, 'image_id': 1404360005, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'Rd[<5d`05M2N3M2N100O10O10O10O10000O2N100O2O1M4KiaS3'}, 'bbox': [750, 113, 21, 20], 'area': 420, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360006, Interaction ±ê×¢: {'id': 1673, 'image_id': 1404360006, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'aRj91k`01N3N01O1O_O0l_O04Oj?7R@K4Mk?7Q@M3Ll?6R@OU`01k_OOh?OY@6LM3L\\?X1H8J6M2L5N2N2L3O2N1O2O001O00000000000000000001O01O0000000001O00001O001O001O0O2O1O001O000O2O0O101O1N2O001O1N2O1N2O1N2O1N2N2O1N3M2N2M3N3L4M4J6K9Gblc4'}, 'bbox': [595, 255, 84, 79], 'area': 6636, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360006, Interaction ±ê×¢: {'id': 1677, 'image_id': 1404360006, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'cQW26d`03N2N2N2N1O100O2O000O100000000000O100000000O2O001N2N2O2L4M3LZkR='}, 'bbox': [134, 386, 31, 20], 'area': 620, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360006, Interaction ±ê×¢: {'id': 1678, 'image_id': 1404360006, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'Rd74e`06H7J5L4N2N2N1O2O1N101N1O2O1O1N2O1O1N2O1O001O001O0000001O0O101O000000O010000O1O010O1O1O10O10001N101N101O1N2O0O2O1N2O0010O01O10O01O1O1O001O1O1N2O001O1N101O1O1O1O1O001O1N2O010O1O1En_OJS`03Q@JeX50dbh='}, 'bbox': [14, 219, 101, 59], 'area': 5959, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360007, Interaction ±ê×¢: {'id': 1685, 'image_id': 1404360007, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'gPh45g`03M2M3M2O0O101O001O0001O0000001N1O2N2Lkeg:'}, 'bbox': [288, 148, 20, 18], 'area': 360, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360009, Interaction ±ê×¢: {'id': 1702, 'image_id': 1404360009, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'lQf55d`06L3M1O2N3M1O2O1N8I3M2N1N2O1O1O1O001N101N1O2O0O1O101O0O100000001OO100000000O10000O2N1O1O2N1O2O1O1O1O1N2O1O2N3L3N2N1N2N3N1N3L4M3KolQ9'}, 'bbox': [345, 111, 65, 54], 'area': 3510, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360009, Interaction ±ê×¢: {'id': 1705, 'image_id': 1404360009, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'QXd65a`0=F6K3N1O2N2N1O1O2N1O1O1O1O1O1N20000O10001O00100O6J0100N2O001N2L3O2O1N101O00001N101N1O1O2N1O1N2O1N2O1O1O100O1O1O1O100O1O1O5IXiT8'}, 'bbox': [402, 239, 63, 55], 'area': 3465, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360009, Interaction ±ê×¢: {'id': 1706, 'image_id': 1404360009, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'n`R7;_`06J4M2N2M4M3N3L2N1O2O0O3N1O1N2O1O1N2O1O2N1O1O2N1O000001O0O101O001O0N2O1O1O1Ci@TOY?i0k@TOV?k0m@ROU?l0m@ROT?n0>N2O1O2N1O2N2O1N102N2OO01O1O0O1O2N1O1N2L\\_f7'}, 'bbox': [429, 291, 63, 59], 'area': 3717, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360009, Interaction ±ê×¢: {'id': 1707, 'image_id': 1404360009, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'VPe86<O41m>4j@24Mo>Z1O1N2O001O1O001O00001O1O100O10O00101N1O2N1O4L2N1N2O0O001N2H8K500O1001N2O2M2N2DnNk@T1T?;N2M2O101N10O01O1]AXNQ>i1mAZNQ>g1nA[NP>f1oA[NP>m1hAUNV>Y2O1O1000000000O2O0O2N3N1N3jMaAk1i>OO1O1000000O1000O1O1O1O1N2O1000001O01O01N2@VAlNj>S1XAlNi>R1YAlNh>S1b0N101N2N:F3M;D3Nh]_5'}, 'bbox': [525, 138, 102, 85], 'area': 8670, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360009, Interaction ±ê×¢: {'id': 1709, 'image_id': 1404360009, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'oT[91mo91l`F3M2N2N101O2N2N5J3N1O00000000O1000O1000000O100O2O0O1O2O0O2N1O101N2O0O2O001`@iNY?`1NO01O01O00001N101N2M3N1M4M4M2M4L4L3N2N1N3M3M2Oi\\T5'}, 'bbox': [567, 118, 81, 50], 'area': 4050, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360009, Interaction ±ê×¢: {'id': 1712, 'image_id': 1404360009, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': '_kY:1h`04N3L3O0O2O1O0000000001N100O3N1N4KklV5'}, 'bbox': [625, 268, 18, 14], 'area': 252, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360010, Interaction ±ê×¢: {'id': 1718, 'image_id': 1404360010, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'UVR95e`03N2M3N3N3L3N1O1O001O0O1000000000000O1000000O2N1O101N1O2N100O2N1O2O1N2N3N2N2O0O1O01O001O00001O001N1O2N1N3M3M5J4M3L4M3L4M2N3L5JPZf5'}, 'bbox': [550, 137, 64, 53], 'area': 3392, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360011, Interaction ±ê×¢: {'id': 1726, 'image_id': 1404360011, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'df\\55e`03N2g_OLg?7U@Li?6U@Ki?f0F9L5M2O2N1O2N101N101O1N101O8UATNV>\\2M1O0000O1N2L5M22N2O0OG9O2N2O001O1hNZA9g>@^A`0d>VOeAj0X?4LO5J100O3UOV@>U`0M3F:M\\ec9'}, 'bbox': [327, 244, 49, 85], 'area': 4165, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360015, Interaction ±ê×¢: {'id': 1731, 'image_id': 1404360015, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'hhh3<^`04M5b@^OY>h0WAEf>\\1M2M3N1N3N1O1N1O2O10000O2O0O001O1O001O101N01O100O3M2N5K7I7H3N2ROk@1_?Dc@;^?Be@>\\?_Oe@a0l?O003L5L2M100Gb_O3e`0N2N10ZO0f00RaV;'}, 'bbox': [229, 3, 51, 87], 'area': 4437, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360015, Interaction ±ê×¢: {'id': 1737, 'image_id': 1404360015, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'oSa=4f`03N2O1O0O2O0000O100O100O2O1N2NSfP2'}, 'bbox': [821, 175, 16, 12], 'area': 192, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360016, Interaction ±ê×¢: {'id': 1742, 'image_id': 1404360016, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': '^RQ93g`05L1O2N100000001OO101O000O2N2Jig`6'}, 'bbox': [548, 89, 16, 13], 'area': 208, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360016, Interaction ±ê×¢: {'id': 1746, 'image_id': 1404360016, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'ino;6e`02N2N101O00O1O1O2N2Mf_d3'}, 'bbox': [728, 54, 11, 12], 'area': 132, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360016, Interaction ±ê×¢: {'id': 1747, 'image_id': 1404360016, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'PPT>5g`00O01001O1O001OO2O1N\\^`1'}, 'bbox': [857, 67, 11, 8], 'area': 88, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360016, Interaction ±ê×¢: {'id': 1748, 'image_id': 1404360016, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'hVU=1g`06K4N100O2O00000001O0O100O2O0O2O1Nfa[2'}, 'bbox': [798, 391, 18, 14], 'area': 252, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360016, Interaction ±ê×¢: {'id': 1749, 'image_id': 1404360016, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'aaZ=6c`04M4M3N000O1000O101O00000O2O001O1N2O1N3LTdT2'}, 'bbox': [808, 458, 21, 18], 'area': 378, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360016, Interaction ±ê×¢: {'id': 1750, 'image_id': 1404360016, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'Vfc;4d`06H7N1O001O0100N2O100O1O2O0O2O2N2M[Rm3'}, 'bbox': [704, 440, 18, 21], 'area': 378, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360016, Interaction ±ê×¢: {'id': 1755, 'image_id': 1404360016, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'XZk=5f`02N2N3N2M3L4K4M3N2O0O10000O2N1N3N2M2N2O2N3M3M2O001k@`Nk>k1N0010O01O0001O00100O1UNWAa1S?O000010O0001O0000O2N1K5O1N110O1000O100O101O0O100000000000001O000O2O001N2O1O2M2O1O010O002O2N0O001O001O1N2O0O3N6I2O1O1N2O0O2O1O0O1O2N2M2N3N2N1Ok]5'}, 'bbox': [840, 333, 109, 70], 'area': 7630, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360018, Interaction ±ê×¢: {'id': 1756, 'image_id': 1404360018, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'kQa=1g`05N1O2O0O1000O10000O100000O1O1N101_OE`@<_?F^@<b?EZ@>f?=O1O1O10O0POW@m0m?00O00000000000000000O01O10O0001O0000O2BT@In?5W@Gk?3b0O1O2N100O10PW\\1'}, 'bbox': [821, 79, 55, 37], 'area': 2035, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360018, Interaction ±ê×¢: {'id': 1758, 'image_id': 1404360018, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'Pl`7:^`05M4L3h@^OR>e0^A\\OKOf>g0WAC0Hg>]1VAdNj>h1UASNd>V2M3L3N1O001O0000O101N1O2O001O1N2O1O1O2M3aN\\AD1>e>LkA2Y>JhA5\\>HdA7_>EdA8`>EaA9c?MSlf7'}, 'bbox': [456, 402, 35, 80], 'area': 2800, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360019, Interaction ±ê×¢: {'id': 1764, 'image_id': 1404360019, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'hkn6155Z`08M2L500000O0000O10O100000O100O010O01000O0100000O01000O100O11N101N3N2N4K7ImZW8'}, 'bbox': [422, 324, 38, 28], 'area': 1064, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360019, Interaction ±ê×¢: {'id': 1765, 'image_id': 1404360019, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'aj^78``0c0^O4J6K6L3L4N3M5K3M2N2O1N3M3N3L3M3N1N2O1O001O1O0O2O01O02N000001O001O001O001O2N001O1O1O1O3M2N2N1O2N1O2N1O000000000QN^Ad1o>N4L6J5K3M3ZO[@Jk?4?N2O1MVaW7'}, 'bbox': [452, 449, 68, 91], 'area': 6188, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360019, Interaction ±ê×¢: {'id': 1766, 'image_id': 1404360019, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'egU62Z`0d0G7J5M2O2N2M3N4K2N2N2N2M3M3O1N2O1O100O1O100O100O100O100O100000000000000000000001O001O001O001O001O1O1O1O2N1O2N7I5K3M2N2N4L7I=C7IYWb8'}, 'bbox': [374, 468, 65, 72], 'area': 4680, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360022, Interaction ±ê×¢: {'id': 1774, 'image_id': 1404360022, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': ']\\a24g`02^O0U@2g?4T@Oj?b001N2O1O001O001O1O010O1O2N0010O01OO10O01001O1O000000O100010O1OO2N2N2O1O1N2O1O5J4^Ok_O7^`0N2O1M5JbP_<'}, 'bbox': [154, 158, 49, 43], 'area': 2107, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360023, Interaction ±ê×¢: {'id': 1783, 'image_id': 1404360023, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': '\\mU96c`04N3N2M2O2M3N1O0O2O1N100000000O100O1000000O1001O01O001O001O01O00001N2O001N2O1N2N101N2N2N2N2N2McPk5'}, 'bbox': [557, 181, 48, 33], 'area': 1584, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360023, Interaction ±ê×¢: {'id': 1784, 'image_id': 1404360023, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'QiS:7d`01O1O1@LW@5g?OW@1h?1V@0i?b000O1O1N200O10N20O01N2N2N101O010001O00010O010O0001O1O001N2N101Do_OJR`06<M5KjZP5'}, 'bbox': [613, 502, 42, 38], 'area': 1596, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360026, Interaction ±ê×¢: {'id': 1792, 'image_id': 1404360026, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'Zlh82g`0<g@C]=P1SBSOh=Y1nAhNP>T2jAPN\\=j2N1O1O01C`B^M`=b2aB\\M`=e2[B_Me=i23003L2O1O001O1O1O00O1M3O1M33M0000H]BUMe=h2900O100001O00000QBXMk=g2UBYMk=g2TBZMl=k21N2N2N2M3N2O1O000000O2L4N2N1O10BSBmMm=R2UBmMj=U2SBlMn=a20O1000O2O00001O001O1O6J1O10O00001O001O00001O000O101O0O101N10001N10001O0O2J5O2O1N2bMWBf1h>G9H8H6L2OO5KO1O1UOU@a0b`0@WWV5'}, 'bbox': [532, 327, 112, 107], 'area': 11984, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360026, Interaction ±ê×¢: {'id': 1793, 'image_id': 1404360026, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': '_dj59_`05M2M4M3N1N3M2O1O1ITO\\@o0a?7O10000O2O0001O0000O10000O100O10000000000000O01001O0O1000001O000O10000000O10O100O2O2M4M2M3N2M3N2N4Kh_O@X`0=:Ia\\n8'}, 'bbox': [353, 467, 63, 47], 'area': 2961, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360027, Interaction ±ê×¢: {'id': 1795, 'image_id': 1404360027, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'oT]72g`06I5N1OO1O11000O10000001O10O1L4N2NacS8'}, 'bbox': [449, 376, 18, 17], 'area': 306, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360029, Interaction ±ê×¢: {'id': 1799, 'image_id': 1404360029, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'glU85g`01O1O2O0O2N<EO01O0O1L4O1010O0000O10O1000002TOR@e0T`0O0N2H8O001O1O1N2O1O2M`]R7'}, 'bbox': [496, 339, 34, 30], 'area': 1020, 'iscrowd': 1}
Í¼Æ¬ ID: 1404360029, Interaction ±ê×¢: {'id': 1803, 'image_id': 1404360029, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'VkV13h`03M2N2O0O2O0O1000001O0O010000O100O100O100O10000O100O2N1O1O1O2N10RPR>'}, 'bbox': [73, 356, 33, 15], 'area': 495, 'iscrowd': 1}
Í¼Æ¬ ID: 1456280001, Interaction ±ê×¢: {'id': 1883, 'image_id': 1456280001, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'Xcj0<_`09G3N1M3O001O0O1000001O0000000000O100000000001O00000000000001O0O101O000000000000000000000000000000000000000000O010000000001O00000000O1001O0000000000000000000000000O100000000000000000000000000000000000000000000000000O10000000000000000000000000000000000000000000000000000000000O100000000000O1000000000000000O100000000000O100000000000000001N010000000000000000000000000000000000000000O1000O10000000000000000000000000000000000000001O002M2O4IUU\\;'}, 'bbox': [50, 234, 219, 32], 'area': 7008, 'iscrowd': 1}
Í¼Æ¬ ID: 1456280002, Interaction ±ê×¢: {'id': 1886, 'image_id': 1456280002, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'lWU85f`01O2M2O1N3L3O8H5L0000000000O1O101N1GS@Cm?<:N3L3N3O0O1O2O0OmWV7'}, 'bbox': [495, 204, 28, 30], 'area': 840, 'iscrowd': 1}
Í¼Æ¬ ID: 1456280002, Interaction ±ê×¢: {'id': 1887, 'image_id': 1456280002, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': 'lWU84g`02N1N3M2O1L5N6K5K1O000000O100O101N1GS@Cm?;;O2K4O2O0O1O2O0OmWV7'}, 'bbox': [495, 204, 28, 30], 'area': 840, 'iscrowd': 1}
Í¼Æ¬ ID: 1456280002, Interaction ±ê×¢: {'id': 1888, 'image_id': 1456280002, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'Znl>3f`04CJQ@7m?MP@4o?On_O2Q`0=O0001O002O0O2H8N2M3N2N[[d0'}, 'bbox': [904, 212, 17, 26], 'area': 442, 'iscrowd': 1}
Í¼Æ¬ ID: 1456280002, Interaction ±ê×¢: {'id': 1889, 'image_id': 1456280002, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': '[lT33g`03O00001d_OMn?3o_O3l?a0N2N2N2O15L01N0O0O2O0O10O001O1O1O1O0O:G001OO100O10O1N2M4M4L4L\\jQ<'}, 'bbox': [191, 165, 37, 49], 'area': 1813, 'iscrowd': 1}
Í¼Æ¬ ID: 1456280003, Interaction ±ê×¢: {'id': 1892, 'image_id': 1456280003, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'UWZ62j`00k@1]=0_B4`=L^B7a=J\\B8d=HZB;e=DZB>f=BWBb0h=^OWBc0i=]OmA2ZOb0h>\\OlA4]O?g>^OjA4@=f>AgA3D;e>BfA4E:e>AYAMO`014f>_OZA`1f>aNYA`1f>:010O100000TOSNVBO;Y1ETOj=LaBP1FSOi=MaBP1FSOi=LbBQ1ESOi=LaBR1ESOj=L^BS1HQOj=NWBW1NkNl=h1TBXNm=h1RBXNm=i1SBWNl=j1TBVNk=k1UBUNk=k1UBVNj=j1VBVNj=^2O100000000000000000000001O00ODWBgMi=R2WBgM17h=Q2XBhM07h=R2WBgM17h=R2WBgM17h=X2XBhMh=R2WBgM17i=P2^BPNb=P2^BoMc=P2^BPNb=Q2]BoMc=Q2]BoMc=Q2]BoMc=OSBj19WNd=LWBl14YNo=h1PBXNP>i1nAXNS>h1kAYNV>V20^OhA`NY>_1gAaNY>_1gAaNX>R20hNkAXO0IR>Q1QBVOLIk=HWBX12XOJIm=IUBV14Fg=UOTB<044<h=TOTB;153<h=ROUB=054<g=POVB?051OMGS>4PB4OC0133n=4QB5LD3N45k=5RB`0NVO55k=5RBb0KTO86k=4RBj03ROk=4RBj03ROj=5SBb0KQO97j=6SB`0:ZOc=LlA2:`0<A\\>1QBOo=KWB4j=LVB4k=KUB5k=KUB5k=KUB5k=JVB6k=IUB7X?O100O1O100O10001N10Yg30fXL100O1001O00ca^7'}, 'bbox': [383, 226, 124, 122], 'area': 15128, 'iscrowd': 1}
Í¼Æ¬ ID: 1456280003, Interaction ±ê×¢: {'id': 1894, 'image_id': 1456280003, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'kma25f`02O001N101O000000000O100O10001O000O10000O100O1O1000O10000O101O1N3M2N2OgZe<'}, 'bbox': [155, 191, 36, 17], 'area': 612, 'iscrowd': 1}
Í¼Æ¬ ID: 1456280004, Interaction ±ê×¢: {'id': 1902, 'image_id': 1456280004, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'cU\\72e?O^A6]>M`A6[>MeA4Z>LeA7X>KgA6X>JhA7U>KkA6S>KmA6R>JnA6Q>KoA6o=KQB6m=KSB5l=LTB5k=KUB5k=KUB6i=KWB6f=MYB4f=LZB4e=M[B4d=L\\B4c=M]B4b=L^B4b=L^B5a=K_B5`=L`B4`=L`B5_=KaB5_=KaB5_=KaB5_=KbB4^=MaB3_=MaB3_=MaB3_=MaB4^=LbB4^=LbB4]=McB3]=McB3]=McB3]=McB3^=LaB5_=KaB5_=KbB4^=LbB3_=MaB3_=MaB3_=MaB3_=MaB3`=L`B3a=M_B3a=M_B2b=N^B1d=N\\B2d=N\\B1e=O[B1f=NZB2f=NZB1h=NXB1j=NVB2j=NVB1l=NTB2m=MSB2o=MQB2Q>MoA3R>LnA3T>LlA3V>LjA3W>MiA2Y>MgA2[>MfA1\\>NdA1_>MaA2a>L`A3d>J]A3g?MPPV7'}, 'bbox': [447, 407, 76, 82], 'area': 6232, 'iscrowd': 1}
Í¼Æ¬ ID: 1456280004, Interaction ±ê×¢: {'id': 1903, 'image_id': 1456280004, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'o^_98``04N2O01O12N1O1OO3Jb`U6'}, 'bbox': [575, 244, 10, 17], 'area': 170, 'iscrowd': 1}
Í¼Æ¬ ID: 1481400001, Interaction ±ê×¢: {'id': 1926, 'image_id': 1481400001, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'c\\W6490P`0?0001O000O11O0000000000000001O000001O001O00O10000000001O000001O0000001O00000000O101O00000000000000000001O001O00000000O10000001O0001O0000000010O001O001O1O001O0000O1N2O2O00000001O001O0000001N1Bifo7'}, 'bbox': [378, 56, 97, 27], 'area': 2619, 'iscrowd': 1}
Í¼Æ¬ ID: 1481400001, Interaction ±ê×¢: {'id': 1931, 'image_id': 1481400001, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'h_h94e`04N2O1O0l_OFf?;o_O1n?`0O000000000000000000O100O100O100001O001O001O00000000000001O00O100000O101N1BQ@NP`01T@Io?7;O100O101NhkV5'}, 'bbox': [592, 307, 51, 29], 'area': 1479, 'iscrowd': 1}
Í¼Æ¬ ID: 1481400002, Interaction ±ê×¢: {'id': 1932, 'image_id': 1481400002, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'jcf74f`03O0000000000000O1010O1O1N2NRgk7'}, 'bbox': [467, 355, 15, 9], 'area': 135, 'iscrowd': 1}
Í¼Æ¬ ID: 1485260002, Interaction ±ê×¢: {'id': 1938, 'image_id': 1485260002, 'category_id': 8, 'segmentation': {'size': [540, 960], 'counts': 'nkc65e`05K3N2N2N2N101O0O101O000000O10001N1O2N2N3M2LTXj8'}, 'bbox': [401, 409, 23, 23], 'area': 529, 'iscrowd': 1}
Í¼Æ¬ ID: 1485260003, Interaction ±ê×¢: {'id': 1946, 'image_id': 1485260003, 'category_id': 8, 'segmentation': {'size': [540, 960], 'counts': 'gbe86d`03N2N2N2O0O2O000000000001N100O2N2N2N4IlSj6'}, 'bbox': [526, 201, 20, 17], 'area': 340, 'iscrowd': 1}
Í¼Æ¬ ID: 1485260003, Interaction ±ê×¢: {'id': 1950, 'image_id': 1485260003, 'category_id': 8, 'segmentation': {'size': [540, 960], 'counts': '\\ga57c`06J5M1M3O1N2O00001O00000000000000000000000000000000000O1000O2O0000O10000000000000000000000000000000000000000000000000000000000000000000O10000000O100000000000000000000000000000000000000000000000000000O1000000000001O0O2O1N4L5Ijm\\8'}, 'bbox': [337, 7, 113, 28], 'area': 3164, 'iscrowd': 1}
Í¼Æ¬ ID: 1486660009, Interaction ±ê×¢: {'id': 1955, 'image_id': 1486660009, 'category_id': 7, 'segmentation': {'size': [540, 960], 'counts': 'fXn52i`07I3N1N1O2N101j_OANOi?o0N3M2O1N3M101N2L4L5E:J6XOg0M4N2O001O100002M2O1O00000O2OTCXMd;g2YD^Mg;`2VDiMf;V2WDkMl;T2QDmMT<o1jCRN`<d1_C]Nb<c1\\C^Ne<a1YCaNh<`1oBeMOl0S=g25K5K2N0000002N1O001O001O1O1O2N1O5K1O2N1O2N1O2N2N2N1O1O1O1O2N1O1O1O1O1O1O1O1O1O001O00001O001O00001O00001O00001O0000001O1O001M3O00001O1O1O1O1O1O001O001O1O001O0000000000001O0000000002OO00000000001O001O1O1O5K3M5K2N1O3K3O1O001N1O2MZbX7'}, 'bbox': [360, 380, 158, 160], 'area': 25280, 'iscrowd': 1}
Í¼Æ¬ ID: 1486660009, Interaction ±ê×¢: {'id': 1956, 'image_id': 1486660009, 'category_id': 7, 'segmentation': {'size': [540, 960], 'counts': 'hSQ:3i`01N2O1O2N1O1O1O1O1N101N2O1O2N2N1N2N2N3M3N1O0OVOZ@b0d?^O^@3OOa?m0O1OL5O1I[@WOd?i0_@TOa?m0_@SO`?Y1K3M2N2N2N2M2O1O1O100O3N0000000O100O1O1N011JPN_AQ2a>PN^AP2b>7N000O1000000O100O1N2O1O1O1O10000O1O1M120O100O10000O1J[MTBd2m=510N11O02N2O1NCYBgMh=X2XBiMg=V2[BaMN3g=U2ZBfM94^=U2YBgM94^=\\2XBlMi=c21O001O11OO001M3O001O0[NoA?R>@oA?Q>AnA`0S>T1001_OmAWNU>6lA\\1T>UNnA25c1i>O1O00000N20O102NPOTA0l>K[A3e>J_A5a>IbA4`>JcA5]>GiA7X>GjA8X>DjA<\\?1OM3O1O5K0000000000001O0O_d\\3'}, 'bbox': [608, 438, 145, 102], 'area': 14790, 'iscrowd': 1}
